
	Screening and Risk Factors Report for United States by County
(2017-2019 County Level Modeled Estimates Combining BRFSS & NHIS)

"Pap Test in Past 3 Years, No Hysterectomy"
"All Races (includes Hispanic), Female, Ages 21-65"

Sorted by Percent

County,FIPS,"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Vinton County, Ohio",39163,69.1 ,53.6, 83.4
"Washington County, Arkansas",05143,69.1 ,58.0, 80.1
"Washington County, Iowa",19183,69.1 ,53.0, 84.0
"Washington County, Rhode Island",44009,69.1 ,59.4, 78.7
"Bell County, Kentucky",21013,69.0 ,52.7, 83.9
"Chenango County, New York",36017,69.0 ,56.3, 81.5
"Cumberland County, Tennessee",47035,69.0 ,53.0, 83.9
"Dakota County, Nebraska",31043,69.0 ,58.8, 78.9
"Dodge County, Minnesota",27039,69.0 ,53.8, 83.1
"Granville County, North Carolina",37077,69.0 ,51.5, 84.8
"Gray County, Kansas",20069,69.0 ,51.9, 84.6
"Guthrie County, Iowa",19077,69.0 ,52.7, 84.0
"Iowa County, Iowa",19095,69.0 ,53.4, 83.6
"Jay County, Indiana",18075,69.0 ,51.4, 85.0
"La Paz County, Arizona",04012,69.0 ,51.7, 84.5
"Lawrence County, Tennessee",47099,69.0 ,51.5, 84.6
"Leavenworth County, Kansas",20103,69.0 ,56.7, 81.2
"Lehigh County, Pennsylvania",42077,69.0 ,56.4, 81.0
"Monroe County, Mississippi",28095,69.0 ,54.7, 82.4
"O'Brien County, Iowa",19141,69.0 ,52.1, 84.5
"Preston County, West Virginia",54077,69.0 ,53.7, 83.3
"San Jacinto County, Texas",48407,69.0 ,51.2, 85.1
"Sullivan County, Tennessee",47163,69.0 ,59.2, 78.5
"Teton County, Idaho",16081,69.0 ,50.6, 85.4
"Texas County, Oklahoma",40139,69.0 ,51.7, 84.5
"Uintah County, Utah",49047,69.0 ,56.7, 81.3
"Webster County, Iowa",19187,69.0 ,55.3, 82.2
"Wilson County, Kansas",20205,69.0 ,52.7, 84.0
"Darlington County, South Carolina",45031,68.9 ,56.4, 80.8
"Dodge County, Nebraska",31053,68.9 ,56.0, 81.5
"Fillmore County, Nebraska",31059,68.9 ,53.3, 83.4
"Jackson County, Iowa",19097,68.9 ,52.7, 83.8
"Johnson County, Kentucky",21115,68.9 ,52.3, 83.9
"Lauderdale County, Tennessee",47097,68.9 ,52.2, 84.2
"Laurens County, Georgia",13175,68.9 ,53.6, 83.3
"Lee County, Iowa",19111,68.9 ,57.8, 79.5
"Love County, Oklahoma",40085,68.9 ,50.0, 85.4
"Madison County, Alabama",01089,68.9 ,56.0, 81.6
"Malheur County, Oregon",41045,68.9 ,51.7, 84.2
"McKean County, Pennsylvania",42083,68.9 ,50.6, 85.2
"Moffat County, Colorado",08081,68.9 ,50.3, 85.4
"Osage County, Kansas",20139,68.9 ,52.8, 83.6
"Palm Beach County, Florida",12099,68.9 ,60.4, 77.2
"Pleasants County, West Virginia",54073,68.9 ,49.9, 85.4
"Sanpete County, Utah",49039,68.9 ,55.4, 81.8
"Sargent County, North Dakota",38081,68.9 ,51.3, 84.7
"Valdez-Cordova Census Area, Alaska",02261,68.9 ,53.9, 82.9
"Wayne County, Utah",49055,68.9 ,50.1, 85.6
"Alleghany County and Clifton Forge City, Virginia",51005,68.8 ,52.1, 84.2
"Baltimore County, Maryland",24005,68.8 ,60.9, 76.5
"Barton County, Kansas",20009,68.8 ,54.3, 82.5
"Beltrami County, Minnesota",27007,68.8 ,54.2, 82.7
"Bledsoe County, Tennessee",47007,68.8 ,50.8, 84.9
"Casey County, Kentucky",21045,68.8 ,52.7, 83.4
"Dawson County, Montana",30021,68.8 ,53.6, 82.8
"Jefferson County, Wisconsin",55055,68.8 ,52.0, 84.4
"Jones County, Mississippi",28067,68.8 ,55.3, 81.9
"Lowndes County, Mississippi",28087,68.8 ,55.5, 81.6
"Manistee County, Michigan",26101,68.8 ,52.2, 83.9
"Marion County, Mississippi",28091,68.8 ,52.7, 83.7
"Morrill County, Nebraska",31123,68.8 ,52.5, 83.8
"Pope County, Minnesota",27121,68.8 ,51.0, 84.7
"Chattooga County, Georgia",13055,68.7 ,51.2, 84.7
"Cherry County, Nebraska",31031,68.7 ,53.6, 82.8
"Greensville County, Virginia",51081,68.7 ,50.4, 84.8
"Hillsdale County, Michigan",26059,68.7 ,51.5, 84.3
"Jefferson County, Texas",48245,68.7 ,55.0, 81.4
"Lee County, Texas",48287,68.7 ,51.8, 84.0
"Madera County, California",06039,68.7 ,51.8, 83.9
"Niobrara County, Wyoming",56027,68.7 ,49.4, 85.5
"Olmsted County, Minnesota",27109,68.7 ,60.0, 77.4
"Polk County, North Carolina",37149,68.7 ,50.0, 85.5
"Randolph County, Alabama",01111,68.7 ,50.7, 84.9
"Ransom County, North Dakota",38073,68.7 ,51.1, 84.5
"Rowan County, Kentucky",21205,68.7 ,53.1, 83.3
"Sheboygan County, Wisconsin",55117,68.7 ,53.5, 82.8
"Sutter County, California",06101,68.7 ,52.2, 84.0
"Suwannee County, Florida",12121,68.7 ,54.5, 82.1
"Alamance County, North Carolina",37001,68.6 ,53.2, 83.0
"Boone County, Nebraska",31011,68.6 ,53.7, 82.6
"Calhoun County, Iowa",19025,68.6 ,50.8, 84.6
"Chippewa County, Minnesota",27023,68.6 ,53.0, 83.1
"Clearwater County, Idaho",16035,68.6 ,51.4, 84.0
"Crook County, Wyoming",56011,68.6 ,53.2, 83.2
"Delaware County, Iowa",19055,68.6 ,52.5, 83.5
"Essex County, Vermont",50009,68.6 ,53.1, 83.0
"Floyd County, Georgia",13115,68.6 ,53.2, 83.0
"Gilchrist County, Florida",12041,68.6 ,51.1, 84.3
"Gosper County, Nebraska",31073,68.6 ,50.4, 84.8
"Howard County, Iowa",19089,68.6 ,50.8, 84.5
"Independence County, Arkansas",05063,68.6 ,52.4, 83.8
"Kenosha County, Wisconsin",55059,68.6 ,60.3, 76.7
"Lumpkin County, Georgia",13187,68.6 ,50.6, 85.0
"Maries County, Missouri",29125,68.6 ,50.0, 85.2
"McPherson County, Kansas",20113,68.6 ,52.9, 83.1
"Monroe County, Tennessee",47123,68.6 ,51.2, 84.1
"Alfalfa County, Oklahoma",40003,68.5 ,50.0, 85.2
"Bastrop County, Texas",48021,68.5 ,61.8, 74.8
"Brantley County, Georgia",13025,68.5 ,50.4, 84.6
"Coconino County, Arizona",04005,68.5 ,55.8, 81.1
"Coos County, Oregon",41011,68.5 ,52.1, 83.5
"Dixie County, Florida",12029,68.5 ,54.6, 81.9
"Ellsworth County, Kansas",20053,68.5 ,50.1, 85.1
"Garfield County, Montana",30033,68.5 ,49.9, 85.3
"Greenbrier County, West Virginia",54025,68.5 ,53.7, 82.5
"Humphreys County, Tennessee",47085,68.5 ,50.4, 84.7
"Lowndes County, Alabama",01085,68.5 ,49.9, 85.1
"Morton County, Kansas",20129,68.5 ,50.5, 84.4
"Prowers County, Colorado",08099,68.5 ,49.5, 85.3
"San Juan County, New Mexico",35045,68.5 ,57.0, 80.4
"Scott County, Mississippi",28123,68.5 ,52.7, 83.3
"Shelby County, Texas",48419,68.5 ,49.8, 85.2
"Stark County, North Dakota",38089,68.5 ,54.6, 81.8
"Summit County, Colorado",08117,68.5 ,51.2, 84.1
"Traverse County, Minnesota",27155,68.5 ,49.5, 85.2
"Union County, Arkansas",05139,68.5 ,53.0, 83.0
"Colorado County, Texas",48089,68.4 ,49.7, 85.3
"Dent County, Missouri",29065,68.4 ,49.6, 85.2
"Douglas County, Kansas",20045,68.4 ,55.2, 81.2
"Lassen County, California",06035,68.4 ,49.6, 85.1
"Lawrence County, Missouri",29109,68.4 ,50.3, 84.5
"Logan County, Arkansas",05083,68.4 ,51.0, 84.0
"Marinette County, Wisconsin",55075,68.4 ,51.1, 84.3
"Mitchell County, Kansas",20123,68.4 ,49.7, 84.9
"Rhea County, Tennessee",47143,68.4 ,51.7, 83.4
"Rockingham County, Virginia",51165,68.4 ,52.3, 83.1
"Storey County, Nevada",32029,68.4 ,49.6, 85.2
"Tallapoosa County, Alabama",01123,68.4 ,52.9, 82.8
"Upshur County, West Virginia",54097,68.4 ,52.8, 82.8
"Washington County, Oklahoma",40147,68.4 ,52.9, 82.8
"Bedford County, Tennessee",47003,68.3 ,50.7, 83.9
"Catahoula Parish, Louisiana",22025,68.3 ,50.1, 84.6
"Chaves County, New Mexico",35005,68.3 ,55.6, 80.9
"Clermont County, Ohio",39025,68.3 ,54.3, 81.4
"Colfax County, New Mexico",35007,68.3 ,50.5, 84.4
"Comal County, Texas",48091,68.3 ,53.3, 82.0
"Coshocton County, Ohio",39031,68.3 ,53.5, 82.2
"Harding County, New Mexico",35021,68.3 ,49.3, 85.2
"Jackson County, Indiana",18071,68.3 ,52.3, 83.0
"Jefferson County, Idaho",16051,68.3 ,51.6, 83.9
"Lincoln County, Idaho",16063,68.3 ,50.2, 84.5
"Linn County, Missouri",29115,68.3 ,49.9, 84.7
"Marion County, Kansas",20115,68.3 ,51.6, 83.5
"McDuffie County, Georgia",13189,68.3 ,50.3, 84.5
"McLeod County, Minnesota",27085,68.3 ,54.1, 81.8
"Morgan County, Ohio",39115,68.3 ,51.7, 83.5
"Pennington County, South Dakota",46103,68.3 ,56.2, 80.6
"Pierce County, Washington",53053,68.3 ,58.3, 78.3
"Quitman County, Mississippi",28119,68.3 ,50.7, 84.5
"Roosevelt County, New Mexico",35041,68.3 ,52.9, 82.5
"Schuyler County, Missouri",29197,68.3 ,49.2, 85.1
"Southampton County, Virginia",51175,68.3 ,50.3, 84.2
"Taney County, Missouri",29213,68.3 ,51.0, 84.1
"Teton County, Montana",30099,68.3 ,52.2, 83.1
"Twiggs County, Georgia",13289,68.3 ,49.7, 85.1
"Wood County, Texas",48499,68.3 ,49.0, 85.1
"Allegany County, Maryland",24001,68.2 ,54.5, 81.4
"Ashland County, Wisconsin",55003,68.2 ,52.5, 83.0
"Benzie County, Michigan",26019,68.2 ,50.2, 84.4
"Boone County, Iowa",19015,68.2 ,53.0, 82.3
"Catoosa County, Georgia",13047,68.2 ,50.7, 84.0
"Clay County, Nebraska",31035,68.2 ,52.4, 82.8
"Cuming County, Nebraska",31039,68.2 ,52.6, 82.6
"DeKalb County, Tennessee",47041,68.2 ,49.5, 84.8
"Dickinson County, Iowa",19059,68.2 ,50.9, 84.0
"Izard County, Arkansas",05065,68.2 ,50.6, 84.2
"Jasper County, Texas",48241,68.2 ,49.2, 84.8
"Mason County, Kentucky",21161,68.2 ,51.6, 83.4
"Orleans County, Vermont",50019,68.2 ,55.8, 80.6
"Ouachita Parish, Louisiana",22073,68.2 ,57.7, 78.3
"Powell County, Kentucky",21197,68.2 ,49.4, 85.0
"Roberts County, South Dakota",46109,68.2 ,50.6, 84.3
"Seward County, Kansas",20175,68.2 ,52.2, 82.9
"Wayne County, Nebraska",31179,68.2 ,53.0, 82.3
"Camden County, Georgia",13039,68.1 ,51.9, 82.9
"Carroll County, Ohio",39019,68.1 ,51.3, 83.5
"Cheyenne County, Nebraska",31033,68.1 ,52.9, 82.5
"Clarke County, Virginia",51043,68.1 ,49.8, 84.7
"Elbert County, Colorado",08039,68.1 ,50.1, 84.4
"Elliott County, Kentucky",21063,68.1 ,51.6, 83.4
"Floyd County, Kentucky",21071,68.1 ,51.8, 83.1
"Gaston County, North Carolina",37071,68.1 ,55.2, 80.1
"Henderson County, Texas",48213,68.1 ,49.0, 85.2
"Knox County, Texas",48275,68.1 ,49.7, 84.5
"Lawrence County, Indiana",18093,68.1 ,52.0, 83.1
"Lonoke County, Arkansas",05085,68.1 ,53.7, 81.6
"Neosho County, Kansas",20133,68.1 ,52.4, 82.7
"Norman County, Minnesota",27107,68.1 ,50.4, 83.9
"Norton County, Kansas",20137,68.1 ,49.4, 84.8
"Perry County, Illinois",17145,68.1 ,49.3, 84.8
"Saline County, Missouri",29195,68.1 ,56.3, 79.2
"Somerset County, Maine",23025,68.1 ,55.6, 80.5
"Teller County, Colorado",08119,68.1 ,51.7, 83.2
"Wadena County, Minnesota",27159,68.1 ,52.0, 82.9
"Williams County, North Dakota",38105,68.1 ,55.0, 81.0
"Assumption Parish, Louisiana",22007,68.0 ,56.2, 79.0
"Bear Lake County, Idaho",16007,68.0 ,50.0, 84.2
"Calhoun County, Arkansas",05013,68.0 ,49.8, 84.4
"Campbell County, Wyoming",56005,68.0 ,55.0, 80.7
"Dickey County, North Dakota",38021,68.0 ,51.5, 83.2
"Elk County, Pennsylvania",42047,68.0 ,48.6, 84.8
"Garden County, Nebraska",31069,68.0 ,49.8, 84.2
"Gem County, Idaho",16045,68.0 ,49.4, 84.6
"Graham County, Kansas",20065,68.0 ,51.0, 83.5
"Harrison County, Ohio",39067,68.0 ,52.2, 82.9
"Pottawattamie County, Iowa",19155,68.0 ,55.3, 80.7
"Richland County, Montana",30083,68.0 ,52.6, 82.4
"Starke County, Indiana",18149,68.0 ,51.0, 83.6
"Tazewell County, Virginia",51185,68.0 ,52.3, 82.7
"Treasure County, Montana",30103,68.0 ,49.8, 84.5
"Trigg County, Kentucky",21221,68.0 ,50.3, 84.1
"Wayne County, Tennessee",47181,68.0 ,49.3, 85.0
"Antelope County, Nebraska",31003,67.9 ,52.9, 81.9
"Benton County, Minnesota",27009,67.9 ,53.4, 81.7
"Bonner County, Idaho",16017,67.9 ,53.4, 81.6
"Boone County, West Virginia",54005,67.9 ,52.9, 81.9
"Brazoria County, Texas",48039,67.9 ,52.0, 82.6
"Cache County, Utah",49005,67.9 ,55.7, 80.3
"Carter County, Kentucky",21043,67.9 ,51.4, 83.1
"Cibola County, New Mexico",35006,67.9 ,52.3, 82.4
"Douglas County, Nevada",32005,67.9 ,51.5, 83.1
"Franklin County, Alabama",01059,67.9 ,50.6, 83.4
"Klamath County, Oregon",41035,67.9 ,56.7, 78.3
"Langlade County, Wisconsin",55067,67.9 ,51.0, 83.0
"Monroe County, Ohio",39111,67.9 ,52.8, 82.0
"Nance County, Nebraska",31125,67.9 ,51.4, 83.1
"Perry County, Arkansas",05105,67.9 ,50.2, 83.9
"Pottawatomie County, Kansas",20149,67.9 ,53.2, 81.9
"Somerset County, Pennsylvania",42111,67.9 ,50.8, 83.4
"Sweetwater County, Wyoming",56037,67.9 ,54.8, 80.7
"Taylor County, Wisconsin",55119,67.9 ,50.1, 83.9
"Walton County, Florida",12131,67.9 ,54.5, 80.5
"Adams County, Pennsylvania",42001,67.8 ,54.7, 79.8
"Carroll County, Illinois",17015,67.8 ,48.9, 84.6
"Doniphan County, Kansas",20043,67.8 ,50.6, 83.6
"Douglas County, Oregon",41019,67.8 ,51.7, 82.6
"Franklin County, New York",36033,67.8 ,56.6, 78.5
"Fredericksburg City, Virginia",51630,67.8 ,51.1, 83.1
"Garrett County, Maryland",24023,67.8 ,54.7, 80.8
"Gove County, Kansas",20063,67.8 ,49.0, 84.7
"Jasper County, Missouri",29097,67.8 ,50.4, 83.5
"Lamoille County, Vermont",50015,67.8 ,56.2, 79.1
"Natchitoches Parish, Louisiana",22069,67.8 ,50.7, 83.8
"Racine County, Wisconsin",55101,67.8 ,59.0, 76.4
"St. Tammany Parish, Louisiana",22103,67.8 ,57.0, 78.6
"Tate County, Mississippi",28137,67.8 ,53.1, 81.7
"Trimble County, Kentucky",21223,67.8 ,48.1, 85.2
"Warren County, Illinois",17187,67.8 ,48.9, 84.7
"Wise County, Virginia",51195,67.8 ,51.6, 82.7
"Yukon-Koyukuk Census Area, Alaska",02290,67.8 ,50.4, 83.8
"Angelina County, Texas",48005,67.7 ,53.0, 81.5
"Arthur County, Nebraska",31005,67.7 ,47.2, 85.4
"Banner County, Nebraska",31007,67.7 ,48.7, 84.7
"Clarendon County, South Carolina",45027,67.7 ,52.6, 81.8
"Custer County, Colorado",08027,67.7 ,48.7, 84.5
"Emmet County, Iowa",19063,67.7 ,50.6, 83.3
"Lafayette County, Florida",12067,67.7 ,51.6, 82.6
"Overton County, Tennessee",47133,67.7 ,49.9, 84.0
"Perkins County, Nebraska",31135,67.7 ,51.8, 82.4
"Scotland County, Missouri",29199,67.7 ,48.7, 84.7
"Bath County, Kentucky",21011,67.6 ,51.2, 82.8
"Bibb County, Georgia",13021,67.6 ,55.0, 79.3
"Boone County, Kentucky",21015,67.6 ,57.5, 77.2
"Brown County, Kansas",20013,67.6 ,50.9, 82.9
"Calumet County, Wisconsin",55015,67.6 ,49.7, 83.8
"Cass County, North Dakota",38017,67.6 ,55.8, 79.6
"Clinton County, Missouri",29049,67.6 ,55.7, 79.0
"Contra Costa County, California",06013,67.6 ,60.9, 74.1
"Cumberland County, New Jersey",34011,67.6 ,53.3, 81.4
"Emmet County, Michigan",26047,67.6 ,52.7, 81.3
"Floyd County, Iowa",19067,67.6 ,51.4, 82.7
"Ford County, Kansas",20057,67.6 ,53.6, 81.2
"Fulton County, Pennsylvania",42057,67.6 ,49.7, 83.8
"Greene County, Indiana",18055,67.6 ,51.2, 83.0
"Kay County, Oklahoma",40071,67.6 ,51.0, 82.8
"Kodiak Island Borough, Alaska",02150,67.6 ,51.4, 82.9
"Lawrence County, Kentucky",21127,67.6 ,50.8, 83.0
"Macon County, Missouri",29121,67.6 ,50.7, 83.2
"Madison County, Indiana",18095,67.6 ,53.3, 81.1
"Noxubee County, Mississippi",28103,67.6 ,50.4, 83.1
"Prairie County, Arkansas",05117,67.6 ,49.1, 84.2
"Southeast Fairbanks Census Area, Alaska",02240,67.6 ,50.3, 83.3
"Wayne County, West Virginia",54099,67.6 ,52.4, 82.1
"Brunswick County, North Carolina",37019,67.5 ,52.2, 81.8
"Cass County, Indiana",18017,67.5 ,50.7, 83.0
"Ellis County, Texas",48139,67.5 ,54.4, 79.9
"Hardin County, Tennessee",47071,67.5 ,54.1, 80.3
"Holmes County, Florida",12059,67.5 ,52.9, 81.5
"Lewis County, Idaho",16061,67.5 ,49.8, 83.7
"Macon County, Georgia",13193,67.5 ,49.3, 84.0
"Polk County, Texas",48373,67.5 ,48.9, 84.3
"Ripley County, Indiana",18137,67.5 ,50.1, 83.2
"Rock County, Minnesota",27133,67.5 ,49.6, 83.9
"Webster County, Mississippi",28155,67.5 ,50.7, 83.1
"Avery County, North Carolina",37011,67.4 ,48.9, 84.0
"Choctaw County, Alabama",01023,67.4 ,51.0, 82.5
"Dallas County, Arkansas",05039,67.4 ,49.2, 83.9
"Georgetown County, South Carolina",45043,67.4 ,54.1, 80.5
"Hardeman County, Texas",48197,67.4 ,48.4, 84.3
"Hidalgo County, New Mexico",35023,67.4 ,48.8, 84.4
"Lincoln County, Nebraska",31111,67.4 ,55.7, 79.4
"Mitchell County, Georgia",13205,67.4 ,48.8, 83.9
"Polk County, Nebraska",31143,67.4 ,50.3, 83.0
"Price County, Wisconsin",55099,67.4 ,49.0, 84.1
"Roger Mills County, Oklahoma",40129,67.4 ,47.0, 85.2
"Wayne County, Kentucky",21231,67.4 ,49.8, 83.4
"Willacy County, Texas",48489,67.4 ,47.4, 85.2
"Winnebago County, Illinois",17201,67.4 ,52.3, 81.9
"York County, Nebraska",31185,67.4 ,53.9, 80.4
"Adams County, Colorado",08001,67.3 ,58.4, 76.3
"Blair County, Pennsylvania",42013,67.3 ,51.7, 82.0
"Boyd County, Nebraska",31015,67.3 ,49.4, 83.6
"Brown County, Texas",48049,67.3 ,47.1, 85.2
"Coal County, Oklahoma",40029,67.3 ,47.3, 85.2
"Comanche County, Texas",48093,67.3 ,47.0, 85.1
"Deaf Smith County, Texas",48117,67.3 ,47.3, 85.1
"Floyd County, Texas",48153,67.3 ,47.4, 85.2
"Gray County, Texas",48179,67.3 ,47.2, 85.2
"Jim Wells County, Texas",48249,67.3 ,47.3, 84.9
"Lamb County, Texas",48279,67.3 ,46.9, 85.1
"Lander County, Nevada",32015,67.3 ,49.3, 83.6
"Latah County, Idaho",16057,67.3 ,52.7, 81.3
"McDowell County, West Virginia",54047,67.3 ,50.7, 82.7
"Mesa County, Colorado",08077,67.3 ,53.7, 80.5
"Morris County, Kansas",20127,67.3 ,49.0, 83.7
"Ontonagon County, Michigan",26131,67.3 ,48.5, 84.2
"Ouray County, Colorado",08091,67.3 ,47.1, 85.3
"Parmer County, Texas",48369,67.3 ,47.1, 85.2
"Paulding County, Georgia",13223,67.3 ,53.9, 79.8
"Runnels County, Texas",48399,67.3 ,47.3, 85.1
"Shenandoah County, Virginia",51171,67.3 ,50.3, 82.8
"Slope County, North Dakota",38087,67.3 ,48.6, 84.2
"Yavapai County, Arizona",04025,67.3 ,54.8, 79.9
"Baylor County, Texas",48023,67.2 ,47.2, 85.1
"Catron County, New Mexico",35003,67.2 ,49.2, 83.5
"Chaffee County, Colorado",08015,67.2 ,49.0, 83.7
"Clallam County, Washington",53009,67.2 ,52.8, 81.0
"Dawson County, Texas",48115,67.2 ,47.1, 85.2
"Forest County, Pennsylvania",42053,67.2 ,47.3, 84.9
"Grant County, Oklahoma",40053,67.2 ,48.1, 84.6
"Hardin County, Iowa",19083,67.2 ,51.7, 82.0
"Hood County, Texas",48221,67.2 ,50.7, 82.4
"Humboldt County, Nevada",32013,67.2 ,51.6, 81.9
"Jeff Davis County, Georgia",13161,67.2 ,48.3, 84.1
"Jefferson County, Washington",53031,67.2 ,51.2, 82.1
"Johnson County, Tennessee",47091,67.2 ,48.8, 83.7
"Lake County, Tennessee",47095,67.2 ,47.0, 85.2
"Montcalm County, Michigan",26117,67.2 ,51.8, 81.7
"Morgan County, Tennessee",47129,67.2 ,48.6, 84.1
"Nye County, Nevada",32023,67.2 ,53.0, 80.8
"Robertson County, Kentucky",21201,67.2 ,48.1, 84.2
"Russell County, Kentucky",21207,67.2 ,51.5, 81.8
"San Augustine County, Texas",48405,67.2 ,46.8, 84.9
"Terry County, Texas",48445,67.2 ,47.1, 85.2
"Titus County, Texas",48449,67.2 ,46.9, 85.1
"Wallace County, Kansas",20199,67.2 ,46.9, 85.0
"Washington County, Colorado",08121,67.2 ,47.1, 85.0
"Winkler County, Texas",48495,67.2 ,47.1, 85.2
"Woodruff County, Arkansas",05147,67.2 ,48.5, 83.9
"Augusta County, Virginia",51015,67.1 ,54.9, 78.6
"Bandera County, Texas",48019,67.1 ,47.2, 84.8
"Berrien County, Georgia",13019,67.1 ,49.4, 83.2
"Clinton County, Indiana",18023,67.1 ,50.0, 83.0
"Denali, Alaska",02068,67.1 ,48.6, 83.9
"Gogebic County, Michigan",26053,67.1 ,48.2, 84.0
"Kimble County, Texas",48267,67.1 ,47.1, 85.0
"Kiowa County, Colorado",08061,67.1 ,46.7, 85.1
"Magoffin County, Kentucky",21153,67.1 ,48.6, 83.8
"Mecosta County, Michigan",26107,67.1 ,51.2, 81.9
"Moody County, South Dakota",46101,67.1 ,49.0, 83.6
"Moore County, Texas",48341,67.1 ,47.0, 84.9
"Motley County, Texas",48345,67.1 ,47.4, 85.2
"Ness County, Kansas",20135,67.1 ,48.4, 84.1
"Pierce County, Georgia",13229,67.1 ,50.2, 82.8
"Pike County, Georgia",13231,67.1 ,49.6, 83.2
"Prairie County, Montana",30079,67.1 ,48.5, 83.7
"San Juan County, Washington",53055,67.1 ,51.2, 81.9
"Seminole County, Oklahoma",40133,67.1 ,50.1, 82.6
"Stafford County, Kansas",20185,67.1 ,49.0, 83.5
"Tensas Parish, Louisiana",22107,67.1 ,46.9, 84.9
"Bowie County, Texas",48037,67.0 ,53.5, 79.4
"Clarion County, Pennsylvania",42031,67.0 ,52.3, 80.7
"Conecuh County, Alabama",01035,67.0 ,49.2, 83.2
"Crittenden County, Kentucky",21055,67.0 ,48.0, 84.1
"Douglas County, South Dakota",46043,67.0 ,47.4, 84.7
"Fairbanks North Star, Alaska",02090,67.0 ,54.6, 79.7
"Hancock County, Illinois",17067,67.0 ,48.4, 83.8
"Haskell County, Oklahoma",40061,67.0 ,49.0, 83.5
"Holt County, Nebraska",31089,67.0 ,53.2, 80.4
"Island County, Washington",53029,67.0 ,52.1, 81.1
"Jackson County, Oregon",41029,67.0 ,56.9, 76.8
"Liberty County, Texas",48291,67.0 ,56.3, 77.1
"Miami County, Kansas",20121,67.0 ,52.2, 81.2
"Morgan County, Alabama",01103,67.0 ,51.6, 81.4
"Polk County, Arkansas",05113,67.0 ,50.1, 82.8
"San Patricio County, Texas",48409,67.0 ,47.2, 84.7
"Sevier County, Tennessee",47155,67.0 ,51.0, 81.9
"Sherman County, Nebraska",31163,67.0 ,49.7, 83.1
"St. Croix County, Wisconsin",55109,67.0 ,56.7, 76.6
"Stephenson County, Illinois",17177,67.0 ,48.6, 83.6
"Sully County, South Dakota",46119,67.0 ,46.7, 85.1
"Warren County, North Carolina",37185,67.0 ,46.9, 85.0
"Adams County, Ohio",39001,66.9 ,50.9, 81.9
"Aitkin County, Minnesota",27001,66.9 ,50.5, 82.0
"Bamberg County, South Carolina",45009,66.9 ,49.8, 82.4
"Crawford County, Iowa",19047,66.9 ,50.7, 81.9
"Delta County, Colorado",08029,66.9 ,50.7, 81.6
"Dewey County, Oklahoma",40043,66.9 ,48.1, 83.6
"Fremont County, Wyoming",56013,66.9 ,54.2, 79.8
"Leon County, Texas",48289,66.9 ,48.2, 83.5
"Montgomery County, Mississippi",28097,66.9 ,51.2, 81.6
"Nodaway County, Missouri",29147,66.9 ,49.6, 82.8
"Pinellas County, Florida",12103,66.9 ,57.7, 75.9
"Piscataquis County, Maine",23021,66.9 ,53.9, 79.7
"Randolph County, Arkansas",05121,66.9 ,49.4, 83.0
"Scott County, Illinois",17171,66.9 ,47.0, 84.9
"Spencer County, Kentucky",21215,66.9 ,49.2, 82.9
"Aurora County, South Dakota",46003,66.8 ,47.8, 83.7
"Grays Harbor County, Washington",53027,66.8 ,53.6, 79.4
"Lenoir County, North Carolina",37107,66.8 ,48.7, 82.9
"Marion County, Arkansas",05089,66.8 ,49.3, 82.7
"Sabine Parish, Louisiana",22085,66.8 ,48.8, 82.9
"Saguache County, Colorado",08109,66.8 ,48.5, 83.6
"Walthall County, Mississippi",28147,66.8 ,49.9, 82.4
"Bowman County, North Dakota",38011,66.7 ,47.9, 83.7
"Clearfield County, Pennsylvania",42033,66.7 ,49.8, 82.4
"Fayette County, Indiana",18041,66.7 ,52.2, 80.1
"Gilliam County, Oregon",41021,66.7 ,47.5, 83.7
"Greene County, Illinois",17061,66.7 ,46.5, 84.7
"Guilford County, North Carolina",37081,66.7 ,59.8, 73.4
"Hand County, South Dakota",46059,66.7 ,46.2, 84.8
"Jack County, Texas",48237,66.7 ,47.7, 83.9
"Logan County, Kansas",20109,66.7 ,48.2, 83.3
"Osage County, Oklahoma",40113,66.7 ,51.1, 81.4
"Pope County, Illinois",17151,66.7 ,46.7, 84.5
"Reno County, Kansas",20155,66.7 ,52.7, 80.2
"Sioux County, Nebraska",31165,66.7 ,49.2, 83.2
"Winneshiek County, Iowa",19191,66.7 ,51.6, 81.2
"Barnes County, North Dakota",38003,66.6 ,50.8, 81.2
"Benton County, Washington",53005,66.6 ,55.9, 77.5
"Caldwell Parish, Louisiana",22021,66.6 ,48.3, 83.4
"Champaign County, Illinois",17019,66.6 ,57.0, 75.7
"Chariton County, Missouri",29041,66.6 ,49.6, 82.4
"Golden Valley County, Montana",30037,66.6 ,47.8, 83.8
"Graham County, Arizona",04009,66.6 ,51.5, 80.8
"Granite County, Montana",30039,66.6 ,48.0, 83.4
"Harper County, Kansas",20077,66.6 ,48.2, 83.4
"Horry County, South Carolina",45051,66.6 ,57.3, 75.8
"Jewell County, Kansas",20089,66.6 ,48.6, 83.1
"Lyman County, South Dakota",46085,66.6 ,47.5, 83.7
"Marshall County, Kansas",20117,66.6 ,49.5, 82.2
"Morgan County, Colorado",08087,66.6 ,50.3, 81.7
"Pearl River County, Mississippi",28109,66.6 ,52.0, 80.7
"Pemiscot County, Missouri",29155,66.6 ,52.3, 80.1
