
	Screening and Risk Factors Report for United States by County
(2017-2019 County Level Modeled Estimates Combining BRFSS & NHIS)

"Pap Test in Past 3 Years, No Hysterectomy"
"All Races (includes Hispanic), Female, Ages 21-65"

Sorted by Percent

County,FIPS,"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Turner County, South Dakota",46125,72.9 ,55.1, 88.4
"Washington County, Kentucky",21229,72.9 ,55.9, 87.8
"Wyoming County, West Virginia",54109,72.9 ,58.8, 85.7
"Anderson County, Tennessee",47001,72.8 ,60.8, 83.8
"Autauga County, Alabama",01001,72.8 ,58.7, 85.6
"Columbia County, Washington",53013,72.8 ,55.1, 88.1
"Essex County, New Jersey",34013,72.8 ,62.7, 82.4
"Franklin County, Indiana",18047,72.8 ,56.9, 87.0
"Frontier County, Nebraska",31063,72.8 ,55.2, 87.9
"Grand County, Colorado",08049,72.8 ,57.1, 86.7
"Grayson County, Kentucky",21085,72.8 ,56.2, 87.3
"Harford County, Maryland",24025,72.8 ,62.3, 83.1
"Hickman County, Tennessee",47081,72.8 ,56.2, 87.3
"Jackson County, Kentucky",21109,72.8 ,56.4, 87.2
"Jennings County, Indiana",18079,72.8 ,57.1, 86.8
"Knott County, Kentucky",21119,72.8 ,57.2, 86.8
"Marion County, Oregon",41047,72.8 ,61.1, 84.3
"Mercer County, North Dakota",38057,72.8 ,58.9, 85.8
"Monongalia County, West Virginia",54061,72.8 ,60.4, 84.9
"Montgomery County, Virginia",51121,72.8 ,59.2, 85.5
"Muskegon County, Michigan",26121,72.8 ,63.8, 81.7
"New Haven County, Connecticut",09009,72.8 ,66.6, 78.8
"Otsego County, New York",36077,72.8 ,61.1, 84.3
"Pike County, Kentucky",21195,72.8 ,59.2, 85.3
"Pike County, Mississippi",28113,72.8 ,59.6, 85.2
"Rolette County, North Dakota",38079,72.8 ,58.9, 85.7
"Scotts Bluff County, Nebraska",31157,72.8 ,60.6, 84.5
"Washoe County, Nevada",32031,72.8 ,61.7, 83.6
"Yakima County, Washington",53077,72.8 ,61.1, 84.3
"Chester County, South Carolina",45023,72.7 ,58.5, 85.8
"Franklin City, Virginia",51620,72.7 ,55.5, 87.6
"Fulton County, New York",36035,72.7 ,60.5, 84.4
"Gilmer County, Georgia",13123,72.7 ,57.1, 86.5
"Grant County, Oregon",41023,72.7 ,55.1, 88.0
"Henry County, Iowa",19087,72.7 ,58.2, 85.9
"Itasca County, Minnesota",27061,72.7 ,60.7, 84.5
"Jefferson County, Ohio",39081,72.7 ,60.0, 84.8
"Kings County, California",06031,72.7 ,56.6, 87.0
"Licking County, Ohio",39089,72.7 ,60.4, 84.1
"Mercer County, West Virginia",54055,72.7 ,60.0, 84.9
"Monona County, Iowa",19133,72.7 ,56.2, 87.1
"Monroe County, Michigan",26115,72.7 ,58.9, 85.5
"Orange County, California",06059,72.7 ,65.4, 79.8
"Patrick County, Virginia",51141,72.7 ,56.4, 87.1
"Sibley County, Minnesota",27143,72.7 ,58.1, 85.9
"Spalding County, Georgia",13255,72.7 ,60.1, 84.0
"Union County, South Carolina",45087,72.7 ,58.0, 86.1
"Wasco County, Oregon",41065,72.7 ,57.7, 86.3
"Westmoreland County, Virginia",51193,72.7 ,57.4, 86.6
"Bonneville County, Idaho",16019,72.6 ,59.9, 84.7
"Boundary County, Idaho",16021,72.6 ,56.8, 86.8
"Conway County, Arkansas",05029,72.6 ,57.1, 86.5
"Dickenson County, Virginia",51051,72.6 ,55.8, 87.4
"Dillingham Census Area, Alaska",02070,72.6 ,56.6, 87.0
"Dunn County, North Dakota",38025,72.6 ,56.2, 87.0
"Flagler County, Florida",12035,72.6 ,63.5, 81.2
"Franklin County, Kentucky",21073,72.6 ,56.4, 87.0
"Franklin County, Mississippi",28037,72.6 ,55.9, 87.4
"Juneau County, Wisconsin",55057,72.6 ,56.4, 87.2
"Lafayette County, Arkansas",05073,72.6 ,56.3, 87.3
"Lake County, Ohio",39085,72.6 ,59.8, 84.4
"Lancaster County, Pennsylvania",42071,72.6 ,60.7, 83.7
"Lewis County, Missouri",29111,72.6 ,56.6, 86.9
"Liberty County, Georgia",13179,72.6 ,57.3, 86.4
"Owsley County, Kentucky",21189,72.6 ,56.0, 87.2
"Pinal County, Arizona",04021,72.6 ,62.4, 82.4
"Red Lake County, Minnesota",27125,72.6 ,58.2, 85.6
"Sierra County, New Mexico",35051,72.6 ,57.4, 86.4
"Stone County, Mississippi",28131,72.6 ,56.9, 86.7
"Venango County, Pennsylvania",42121,72.6 ,58.5, 85.3
"Albany County, Wyoming",56001,72.5 ,60.1, 84.5
"Allen County, Indiana",18003,72.5 ,65.0, 79.7
"Benton County, Tennessee",47005,72.5 ,55.0, 87.6
"Blaine County, Montana",30005,72.5 ,59.3, 85.0
"Carbon County, Wyoming",56007,72.5 ,59.2, 85.1
"Davidson County, Tennessee",47037,72.5 ,62.3, 82.2
"DeSoto County, Mississippi",28033,72.5 ,59.3, 84.8
"Hodgeman County, Kansas",20083,72.5 ,55.7, 87.4
"Hudson County, New Jersey",34017,72.5 ,62.4, 81.8
"Hunterdon County, New Jersey",34019,72.5 ,62.1, 82.4
"Lewis County, Washington",53041,72.5 ,59.7, 84.8
"Monterey County, California",06053,72.5 ,58.3, 85.7
"Napa County, California",06055,72.5 ,62.1, 82.5
"Osceola County, Michigan",26133,72.5 ,55.9, 87.0
"Payne County, Oklahoma",40119,72.5 ,58.8, 85.3
"Pulaski County, Kentucky",21199,72.5 ,58.7, 85.5
"Richland County, South Carolina",45079,72.5 ,61.8, 82.9
"San Joaquin County, California",06077,72.5 ,59.6, 84.1
"Schuyler County, Illinois",17169,72.5 ,54.7, 87.8
"Stanislaus County, California",06099,72.5 ,67.8, 77.0
"Thayer County, Nebraska",31169,72.5 ,57.4, 86.1
"Union County, New Jersey",34039,72.5 ,59.2, 84.3
"Accomack County, Virginia",51001,72.4 ,57.0, 86.2
"Auglaize County, Ohio",39011,72.4 ,58.2, 85.5
"Calhoun County, West Virginia",54013,72.4 ,54.2, 88.2
"Chouteau County, Montana",30015,72.4 ,55.5, 87.2
"Crawford County, Wisconsin",55023,72.4 ,54.7, 87.7
"Graham County, North Carolina",37075,72.4 ,54.9, 87.7
"Jasper County, South Carolina",45053,72.4 ,57.5, 85.9
"Jefferson County, Nebraska",31095,72.4 ,58.7, 85.1
"Kings County, New York",36047,72.4 ,64.8, 79.6
"Knox County, Tennessee",47093,72.4 ,61.6, 82.6
"Lemhi County, Idaho",16059,72.4 ,55.5, 87.3
"Lincoln County, West Virginia",54043,72.4 ,57.0, 86.3
"Montgomery County, Ohio",39113,72.4 ,64.2, 80.4
"Oconto County, Wisconsin",55083,72.4 ,54.2, 88.4
"Plaquemines Parish, Louisiana",22075,72.4 ,55.3, 87.5
"Prince Edward County, Virginia",51147,72.4 ,57.5, 86.1
"Saunders County, Nebraska",31155,72.4 ,58.2, 85.4
"Smyth County, Virginia",51173,72.4 ,55.3, 87.4
"Solano County, California",06095,72.4 ,63.0, 81.2
"Taos County, New Mexico",35055,72.4 ,56.7, 86.4
"Teton County, Wyoming",56039,72.4 ,59.1, 84.9
"Van Buren County, Michigan",26159,72.4 ,58.1, 85.5
"Wahkiakum County, Washington",53069,72.4 ,56.7, 86.7
"Washington County, Idaho",16087,72.4 ,55.7, 87.1
"Windsor County, Vermont",50027,72.4 ,60.8, 83.6
"Yellowstone County, Montana",30111,72.4 ,60.9, 83.7
"Alameda County, California",06001,72.3 ,63.2, 80.9
"Allendale County, South Carolina",45005,72.3 ,56.6, 86.2
"Anderson County, Kentucky",21005,72.3 ,56.6, 86.4
"Barnstable County, Massachusetts",25001,72.3 ,61.6, 82.6
"Cambria County, Pennsylvania",42021,72.3 ,58.5, 84.6
"Carroll County, Tennessee",47017,72.3 ,54.7, 87.6
"Cherokee County, Iowa",19035,72.3 ,56.3, 86.6
"Crawford County, Missouri",29055,72.3 ,54.8, 87.9
"Dodge County, Georgia",13091,72.3 ,55.3, 87.2
"Garland County, Arkansas",05051,72.3 ,57.6, 85.7
"Harris County, Texas",48201,72.3 ,66.7, 77.7
"Iowa County, Wisconsin",55049,72.3 ,56.5, 86.5
"Jefferson County, Missouri",29099,72.3 ,60.5, 83.3
"Lee County, Arkansas",05077,72.3 ,55.2, 87.2
"Livingston County, Illinois",17105,72.3 ,55.1, 87.6
"Manassas City, Virginia",51683,72.3 ,55.7, 86.9
"Morehouse Parish, Louisiana",22067,72.3 ,56.2, 86.6
"Murray County, Oklahoma",40099,72.3 ,56.3, 86.8
"Natrona County, Wyoming",56025,72.3 ,61.0, 83.5
"Phillips County, Kansas",20147,72.3 ,56.0, 86.7
"Piute County, Utah",49031,72.3 ,55.5, 87.2
"Sullivan County, New Hampshire",33019,72.3 ,60.6, 84.0
"Troup County, Georgia",13285,72.3 ,57.3, 85.9
"Vermillion County, Indiana",18165,72.3 ,57.6, 85.5
"Big Stone County, Minnesota",27011,72.2 ,54.4, 87.6
"Chickasaw County, Mississippi",28017,72.2 ,57.9, 85.2
"Clayton County, Georgia",13063,72.2 ,60.9, 83.1
"Clinton County, Pennsylvania",42035,72.2 ,57.5, 85.4
"De Soto Parish, Louisiana",22031,72.2 ,55.8, 86.7
"DeBaca County, New Mexico",35011,72.2 ,55.5, 86.9
"DeKalb County, Missouri",29063,72.2 ,54.5, 87.5
"Dinwiddie County, Virginia",51053,72.2 ,56.1, 86.4
"Franklin County, Idaho",16041,72.2 ,55.3, 87.1
"Hamilton County, Nebraska",31081,72.2 ,58.8, 84.7
"Indian River County, Florida",12061,72.2 ,59.5, 83.8
"Kitsap County, Washington",53035,72.2 ,60.2, 83.7
"Lake County, Montana",30047,72.2 ,58.9, 84.7
"Lincoln County, Arkansas",05079,72.2 ,55.3, 87.1
"Pendleton County, Kentucky",21191,72.2 ,53.9, 88.0
"Penobscot County, Maine",23019,72.2 ,60.6, 83.6
"Sandusky County, Ohio",39143,72.2 ,59.0, 84.7
"Sherman County, Kansas",20181,72.2 ,54.3, 87.6
"St. Joseph County, Michigan",26149,72.2 ,56.5, 86.3
"Sweet Grass County, Montana",30097,72.2 ,54.2, 87.8
"Thurston County, Washington",53067,72.2 ,61.6, 82.5
"White Pine County, Nevada",32033,72.2 ,55.6, 86.8
"Amador County, California",06005,72.1 ,55.6, 86.8
"Cochise County, Arizona",04003,72.1 ,62.9, 80.8
"Coffee County, Georgia",13069,72.1 ,55.9, 86.4
"Custer County, Nebraska",31041,72.1 ,58.9, 84.5
"Dare County, North Carolina",37055,72.1 ,56.7, 85.8
"Geary County, Kansas",20061,72.1 ,58.2, 84.8
"Greene County, Tennessee",47059,72.1 ,61.2, 82.4
"Hancock County, West Virginia",54029,72.1 ,56.6, 85.9
"Hardin County, Texas",48199,72.1 ,54.1, 87.7
"Heard County, Georgia",13149,72.1 ,54.6, 87.3
"Huron County, Ohio",39077,72.1 ,57.0, 85.6
"Jackson County, Oklahoma",40065,72.1 ,57.1, 85.9
"Jackson County, Wisconsin",55053,72.1 ,55.5, 86.9
"Jefferson County, Georgia",13163,72.1 ,54.6, 87.5
"Madison County, Ohio",39097,72.1 ,54.7, 87.3
"Marshall County, Kentucky",21157,72.1 ,62.9, 80.6
"Nassau County, Florida",12089,72.1 ,58.8, 84.3
"Noble County, Ohio",39121,72.1 ,56.2, 86.5
"Obion County, Tennessee",47131,72.1 ,56.1, 86.5
"Preble County, Ohio",39135,72.1 ,54.0, 87.5
"Scott County, Missouri",29201,72.1 ,57.5, 85.5
"Tallahatchie County, Mississippi",28135,72.1 ,56.9, 86.1
"Tyler County, West Virginia",54095,72.1 ,54.2, 87.7
"Union County, South Dakota",46127,72.1 ,54.7, 87.3
"Van Wert County, Ohio",39161,72.1 ,55.5, 86.8
"Washington County, Minnesota",27163,72.1 ,64.0, 80.1
"Wayne County, New York",36117,72.1 ,59.2, 84.3
"Adams County, Nebraska",31001,72.0 ,60.1, 83.5
"Cannon County, Tennessee",47015,72.0 ,53.7, 87.8
"Chickasaw County, Iowa",19037,72.0 ,55.3, 87.0
"Codington County, South Dakota",46029,72.0 ,59.9, 83.6
"Eau Claire County, Wisconsin",55035,72.0 ,58.1, 85.0
"Elmore County, Alabama",01051,72.0 ,60.0, 83.2
"Hardee County, Florida",12049,72.0 ,57.5, 85.4
"Harrison County, Iowa",19085,72.0 ,55.4, 86.6
"Harrison County, Mississippi",28047,72.0 ,59.0, 84.2
"Henderson County, Illinois",17071,72.0 ,54.9, 87.0
"Jerome County, Idaho",16053,72.0 ,55.1, 86.8
"Ocean County, New Jersey",34029,72.0 ,59.1, 83.9
"Pender County, North Carolina",37141,72.0 ,56.2, 85.9
"Waynesboro City, Virginia",51820,72.0 ,57.2, 85.3
"Amite County, Mississippi",28005,71.9 ,56.0, 86.1
"Cheboygan County, Michigan",26031,71.9 ,56.9, 85.4
"Cheyenne County, Kansas",20023,71.9 ,53.6, 87.8
"Clarke County, Georgia",13059,71.9 ,57.9, 84.9
"Cumberland County, Illinois",17035,71.9 ,53.8, 87.6
"Currituck County, North Carolina",37053,71.9 ,55.0, 86.8
"Dauphin County, Pennsylvania",42043,71.9 ,60.0, 83.2
"Decatur County, Iowa",19053,71.9 ,54.9, 87.0
"Effingham County, Illinois",17049,71.9 ,54.1, 87.4
"Garfield County, Colorado",08045,71.9 ,60.6, 82.5
"Gibson County, Tennessee",47053,71.9 ,57.4, 85.5
"Grant Parish, Louisiana",22043,71.9 ,55.1, 86.9
"Greene County, Alabama",01063,71.9 ,54.5, 87.3
"Jackson County, Michigan",26075,71.9 ,60.3, 83.3
"Juab County, Utah",49023,71.9 ,55.6, 86.6
"Kandiyohi County, Minnesota",27067,71.9 ,58.4, 84.6
"Lawrence County, Pennsylvania",42073,71.9 ,55.2, 86.7
"Lincoln County, Oklahoma",40081,71.9 ,55.2, 86.7
"Matanuska-Susitna Borough, Alaska",02170,71.9 ,59.4, 83.9
"Power County, Idaho",16077,71.9 ,54.9, 86.9
"Providence County, Rhode Island",44007,71.9 ,63.5, 80.2
"Scott County, Iowa",19163,71.9 ,62.8, 80.6
"Spencer County, Indiana",18147,71.9 ,54.6, 87.1
"St. Clair County, Alabama",01115,71.9 ,58.1, 84.7
"Stanton County, Nebraska",31167,71.9 ,55.1, 86.9
"Tyrrell County, North Carolina",37177,71.9 ,54.1, 87.3
"Wilkes County, North Carolina",37193,71.9 ,55.8, 86.3
"Wilson County, Texas",48493,71.9 ,53.4, 87.9
"Archuleta County, Colorado",08007,71.8 ,55.9, 86.3
"Aroostook County, Maine",23003,71.8 ,60.5, 83.0
"Bottineau County, North Dakota",38009,71.8 ,57.0, 85.5
"Caledonia County, Vermont",50005,71.8 ,59.8, 83.5
"Carter County, Tennessee",47019,71.8 ,56.3, 86.0
"Cook County, Illinois",17031,71.8 ,66.3, 77.1
"Day County, South Dakota",46037,71.8 ,54.1, 87.3
"Erie County, Pennsylvania",42049,71.8 ,57.5, 84.9
"Escambia County, Florida",12033,71.8 ,61.5, 81.6
"Guadalupe County, Texas",48187,71.8 ,55.0, 86.6
"Hall County, Nebraska",31079,71.8 ,60.2, 83.3
"Hardy County, West Virginia",54031,71.8 ,55.1, 86.6
"Highlands County, Florida",12055,71.8 ,58.9, 84.2
"Howard County, Missouri",29089,71.8 ,54.6, 86.9
"Leake County, Mississippi",28079,71.8 ,56.6, 85.5
"McKenzie County, North Dakota",38053,71.8 ,57.8, 84.9
"Pulaski County, Virginia",51155,71.8 ,55.8, 86.2
"Sioux County, Iowa",19167,71.8 ,57.9, 84.9
"St. Johns County, Florida",12109,71.8 ,59.1, 83.7
"Steele County, North Dakota",38091,71.8 ,54.2, 87.3
"Sumner County, Tennessee",47165,71.8 ,57.4, 84.9
"Union County, New Mexico",35059,71.8 ,53.9, 87.5
"Woodford County, Illinois",17203,71.8 ,54.4, 87.1
"Boone County, Arkansas",05009,71.7 ,56.3, 85.8
"Brown County, Nebraska",31017,71.7 ,54.2, 87.1
"Carroll County, Indiana",18015,71.7 ,53.3, 87.5
"Cass County, Minnesota",27021,71.7 ,57.7, 84.8
"Cleburne County, Arkansas",05023,71.7 ,55.7, 86.1
"Decatur County, Kansas",20039,71.7 ,54.0, 87.1
"Defiance County, Ohio",39039,71.7 ,54.9, 86.7
"Elko County, Nevada",32007,71.7 ,58.0, 84.5
"Emanuel County, Georgia",13107,71.7 ,55.6, 85.8
"Fountain County, Indiana",18045,71.7 ,54.0, 87.1
"Gilmer County, West Virginia",54021,71.7 ,53.6, 87.3
"Glynn County, Georgia",13127,71.7 ,56.5, 85.6
"Hamilton County, Kansas",20075,71.7 ,53.8, 87.2
"Hancock County, Ohio",39063,71.7 ,58.5, 84.2
"Highland County, Virginia",51091,71.7 ,53.2, 87.5
"Hocking County, Ohio",39073,71.7 ,57.0, 85.1
"Imperial County, California",06025,71.7 ,55.5, 86.3
"Jefferson County, Pennsylvania",42065,71.7 ,56.0, 85.8
"Jefferson County, West Virginia",54037,71.7 ,57.9, 84.6
"Lee County, Alabama",01081,71.7 ,62.0, 80.9
"Quay County, New Mexico",35037,71.7 ,55.3, 86.4
"Reynolds County, Missouri",29179,71.7 ,53.9, 87.2
"Sacramento County, California",06067,71.7 ,64.6, 78.5
"Seneca County, New York",36099,71.7 ,59.3, 83.8
"Shawnee County, Kansas",20177,71.7 ,60.2, 83.0
"St. Louis County, Missouri",29189,71.7 ,61.8, 81.3
"St. Marys County, Maryland",24037,71.7 ,60.0, 83.3
"Union County, North Carolina",37179,71.7 ,56.7, 85.1
"Warren County, Iowa",19181,71.7 ,58.1, 84.4
"Washington County, Indiana",18175,71.7 ,54.7, 86.8
"Wells County, Indiana",18179,71.7 ,53.0, 87.8
"Yamhill County, Oregon",41071,71.7 ,58.8, 83.8
"Bland County, Virginia",51021,71.6 ,53.9, 87.2
"Bourbon County, Kentucky",21017,71.6 ,54.7, 86.6
"Clarke County, Alabama",01025,71.6 ,57.0, 85.0
"Douglas County, Wisconsin",55031,71.6 ,53.6, 87.4
"Duchesne County, Utah",49013,71.6 ,59.1, 83.6
"Gentry County, Missouri",29075,71.6 ,54.0, 87.2
"Hopkins County, Texas",48223,71.6 ,58.0, 83.7
"Jasper County, Mississippi",28061,71.6 ,54.9, 86.2
"Lancaster County, Nebraska",31109,71.6 ,60.9, 82.5
"Los Alamos County, New Mexico",35028,71.6 ,56.7, 85.3
"Montezuma County, Colorado",08083,71.6 ,56.9, 85.3
"Nelson County, Virginia",51125,71.6 ,54.3, 86.8
"New Castle County, Delaware",10003,71.6 ,63.2, 79.9
"Ramsey County, Minnesota",27123,71.6 ,62.4, 80.7
"Rio Blanco County, Colorado",08103,71.6 ,54.2, 86.7
"Rockbridge County, Virginia",51163,71.6 ,60.3, 82.4
"Sedgwick County, Kansas",20173,71.6 ,61.6, 81.5
"Surry County, North Carolina",37171,71.6 ,54.4, 86.7
"Tift County, Georgia",13277,71.6 ,55.4, 86.3
"Washington County, Maine",23029,71.6 ,61.2, 81.6
"Washington County, Maryland",24043,71.6 ,60.0, 83.3
"Wheeler County, Nebraska",31183,71.6 ,53.7, 87.0
"Benton County, Arkansas",05007,71.5 ,60.7, 82.0
"Colfax County, Nebraska",31037,71.5 ,57.4, 84.5
"Culpeper County, Virginia",51047,71.5 ,57.2, 84.4
"Darke County, Ohio",39037,71.5 ,57.6, 84.1
"Dorchester County, South Carolina",45035,71.5 ,59.4, 83.1
"Essex County, New York",36031,71.5 ,58.9, 83.6
"Franklin County, Nebraska",31061,71.5 ,54.7, 86.5
"Grundy County, Missouri",29079,71.5 ,53.9, 87.2
"Hancock County, Indiana",18059,71.5 ,56.1, 85.5
"Howard County, Nebraska",31093,71.5 ,56.4, 85.4
"Jackson County, Illinois",17077,71.5 ,54.3, 86.8
"Jefferson County, Indiana",18077,71.5 ,54.6, 86.4
"Kootenai County, Idaho",16055,71.5 ,58.8, 83.7
"Lincoln County, Mississippi",28085,71.5 ,57.2, 84.7
"Madison County, Nebraska",31119,71.5 ,59.2, 83.5
"Madison County, Tennessee",47113,71.5 ,61.4, 81.3
"McCurtain County, Oklahoma",40089,71.5 ,56.2, 85.4
"Moniteau County, Missouri",29135,71.5 ,53.1, 87.4
"Osceola County, Iowa",19143,71.5 ,53.5, 87.2
"Phillips County, Arkansas",05107,71.5 ,57.9, 83.9
"Pike County, Ohio",39131,71.5 ,55.3, 85.9
"Pitt County, North Carolina",37147,71.5 ,57.2, 84.7
"Red River Parish, Louisiana",22081,71.5 ,54.0, 86.8
"Sac County, Iowa",19161,71.5 ,53.6, 87.2
"Snohomish County, Washington",53061,71.5 ,62.6, 80.3
"Washington County, Florida",12133,71.5 ,57.9, 84.2
"Adair County, Iowa",19001,71.4 ,56.5, 85.0
"Adams County, Mississippi",28001,71.4 ,58.2, 83.9
"Bay County, Florida",12005,71.4 ,60.6, 81.5
"Bayfield County, Wisconsin",55007,71.4 ,55.1, 86.0
"Carter County, Montana",30011,71.4 ,54.4, 86.6
"Chemung County, New York",36015,71.4 ,59.2, 83.1
"Clinton County, Iowa",19045,71.4 ,57.5, 84.3
"Desha County, Arkansas",05041,71.4 ,53.6, 87.1
"Habersham County, Georgia",13137,71.4 ,55.4, 86.0
"Hopkins County, Kentucky",21107,71.4 ,58.0, 84.2
"Jefferson County, Montana",30043,71.4 ,56.2, 85.2
"Lincoln County, Maine",23015,71.4 ,59.6, 83.0
"McNairy County, Tennessee",47109,71.4 ,55.0, 86.0
"Mecklenburg County, Virginia",51117,71.4 ,56.3, 85.4
"Morgan County, West Virginia",54065,71.4 ,54.9, 86.3
"St. Lawrence County, New York",36089,71.4 ,59.5, 83.0
"Tangipahoa Parish, Louisiana",22105,71.4 ,58.8, 83.8
"Williams County, Ohio",39171,71.4 ,54.4, 86.6
"Wyandot County, Ohio",39175,71.4 ,55.8, 85.5
"Austin County, Texas",48015,71.3 ,53.8, 86.7
"Berkeley County, West Virginia",54003,71.3 ,58.8, 83.4
"Butler County, Alabama",01013,71.3 ,55.1, 85.9
"Carbon County, Utah",49007,71.3 ,58.8, 83.3
"Cocke County, Tennessee",47029,71.3 ,58.3, 83.1
"Davison County, South Dakota",46035,71.3 ,55.3, 85.7
"Jefferson County, Florida",12065,71.3 ,56.7, 84.9
"Johnson County, Georgia",13167,71.3 ,53.4, 86.9
"Johnston County, North Carolina",37101,71.3 ,57.9, 83.6
"Marquette County, Wisconsin",55077,71.3 ,53.9, 86.7
"Muscatine County, Iowa",19139,71.3 ,57.8, 83.9
"Wyoming County, Pennsylvania",42131,71.3 ,54.1, 86.3
"Arenac County, Michigan",26011,71.2 ,52.8, 87.0
"Berrien County, Michigan",26021,71.2 ,56.6, 84.8
"Cascade County, Montana",30013,71.2 ,58.9, 83.3
"Cecil County, Maryland",24015,71.2 ,63.0, 79.1
"Chambers County, Alabama",01017,71.2 ,53.5, 86.9
"Chesterfield County, South Carolina",45025,71.2 ,56.7, 84.8
"Columbia County, New York",36021,71.2 ,58.5, 83.4
"Frederick County, Maryland",24021,71.2 ,61.0, 81.3
"Haakon County, South Dakota",46055,71.2 ,53.3, 87.1
"Knox County, Indiana",18083,71.2 ,54.1, 86.6
"Lake County, Michigan",26085,71.2 ,53.5, 86.9
"McLean County, North Dakota",38055,71.2 ,56.5, 84.6
"Menominee County, Michigan",26109,71.2 ,54.1, 86.4
"Mercer County, Pennsylvania",42085,71.2 ,55.1, 85.6
"Northampton County, Virginia",51131,71.2 ,54.0, 86.3
"Riverside County, California",06065,71.2 ,63.7, 78.4
"San Mateo County, California",06081,71.2 ,61.4, 80.5
"Story County, Iowa",19169,71.2 ,58.2, 83.5
"Swift County, Minnesota",27151,71.2 ,55.0, 85.7
"Tripp County, South Dakota",46123,71.2 ,53.4, 87.0
"Tulsa County, Oklahoma",40143,71.2 ,61.1, 81.1
"Wayne County, North Carolina",37191,71.2 ,61.1, 80.5
"Weber County, Utah",49057,71.2 ,61.0, 81.4
"Webster County, Missouri",29225,71.2 ,53.3, 87.1
"Whitfield County, Georgia",13313,71.2 ,56.6, 84.5
"Adair County, Kentucky",21001,71.1 ,53.6, 86.8
"Bath County, Virginia",51017,71.1 ,52.9, 87.1
"Big Horn County, Wyoming",56003,71.1 ,56.3, 84.7
"Botetourt County, Virginia",51023,71.1 ,54.4, 86.2
"Burlington County, New Jersey",34005,71.1 ,61.5, 80.1
"Christian County, Missouri",29043,71.1 ,55.9, 84.8
"Douglas County, Missouri",29067,71.1 ,53.0, 87.1
"Franklin County, Tennessee",47051,71.1 ,55.2, 85.3
"Garza County, Texas",48169,71.1 ,51.3, 88.1
"Gillespie County, Texas",48171,71.1 ,51.3, 88.1
"Grand Traverse County, Michigan",26055,71.1 ,57.2, 83.9
"Jefferson Davis Parish, Louisiana",22053,71.1 ,55.2, 85.4
"Kearny County, Kansas",20093,71.1 ,53.6, 86.7
"King County, Texas",48269,71.1 ,51.2, 88.2
"Pulaski County, Arkansas",05119,71.1 ,60.3, 81.4
"San Miguel County, New Mexico",35047,71.1 ,57.4, 84.0
"Scurry County, Texas",48415,71.1 ,51.3, 88.2
"Swisher County, Texas",48437,71.1 ,51.4, 88.3
"Yancey County, North Carolina",37199,71.1 ,52.7, 87.2
"Alpine County, California",06003,71.0 ,50.6, 88.1
"Audubon County, Iowa",19009,71.0 ,53.9, 86.1
"Bailey County, Texas",48017,71.0 ,51.1, 88.0
"Barrow County, Georgia",13013,71.0 ,54.0, 86.2
"Barry County, Missouri",29009,71.0 ,56.4, 84.3
"Bedford City and County, Virginia",51917,71.0 ,58.1, 82.9
"Blanco County, Texas",48031,71.0 ,51.1, 87.9
"Boise County, Idaho",16015,71.0 ,54.1, 85.9
"Borden County, Texas",48033,71.0 ,51.2, 88.0
"Briscoe County, Texas",48045,71.0 ,51.2, 88.2
"Cass County, Texas",48067,71.0 ,51.0, 88.0
"Caswell County, North Carolina",37033,71.0 ,53.0, 86.8
"Clay County, Illinois",17025,71.0 ,51.0, 88.1
"Cochran County, Texas",48079,71.0 ,51.0, 88.1
"Concho County, Texas",48095,71.0 ,51.1, 88.1
"Crane County, Texas",48103,71.0 ,51.3, 88.2
"Dallam County, Texas",48111,71.0 ,50.9, 88.0
"DeKalb County, Indiana",18033,71.0 ,55.2, 85.3
"Dixon County, Nebraska",31051,71.0 ,57.9, 83.2
"Donley County, Texas",48129,71.0 ,51.0, 88.2
"Duval County, Texas",48131,71.0 ,51.1, 88.2
"Eastland County, Texas",48133,71.0 ,51.1, 88.1
"Edmonson County, Kentucky",21061,71.0 ,52.5, 87.1
"Fannin County, Texas",48147,71.0 ,51.0, 88.2
"Fisher County, Texas",48151,71.0 ,51.4, 88.2
"Foster County, North Dakota",38031,71.0 ,53.5, 86.5
"Gaines County, Texas",48165,71.0 ,51.0, 88.1
"Gallatin County, Illinois",17059,71.0 ,51.1, 88.2
"Garfield County, Utah",49017,71.0 ,53.4, 86.5
"Glascock County, Georgia",13125,71.0 ,51.1, 88.1
"Grand Forks County, North Dakota",38035,71.0 ,57.9, 83.7
"Hamilton County, Texas",48193,71.0 ,51.1, 88.0
"Hansford County, Texas",48195,71.0 ,51.2, 88.1
"Hardin County, Illinois",17069,71.0 ,51.2, 88.0
"Harmon County, Oklahoma",40057,71.0 ,51.2, 88.0
"Hayes County, Nebraska",31085,71.0 ,52.5, 87.0
"Hemphill County, Texas",48211,71.0 ,51.2, 88.1
"Jackson County, Texas",48239,71.0 ,51.2, 88.0
"Kinney County, Texas",48271,71.0 ,50.9, 88.0
"La Salle County, Texas",48283,71.0 ,51.1, 88.0
"Laramie County, Wyoming",56021,71.0 ,59.5, 82.7
"Leon County, Florida",12073,71.0 ,60.2, 81.0
"Loving County, Texas",48301,71.0 ,51.2, 88.2
"Madison County, Florida",12079,71.0 ,58.1, 83.5
