
	Screening and Risk Factors Report for United States by County
(2017-2019 County Level Modeled Estimates Combining BRFSS & NHIS)

Had Colonoscopy in Past 10 Years
"All Races (includes Hispanic), Both Sexes, Ages 50-75"

Sorted by Percent

County,FIPS,"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Cloud County, Kansas",20029,62.7 ,48.6, 76.1
"Davidson County, Tennessee",47037,62.7 ,54.4, 70.9
"Decatur County, Georgia",13087,62.7 ,49.1, 75.8
"Fremont County, Colorado",08043,62.7 ,50.3, 74.9
"Greene County, Pennsylvania",42059,62.7 ,48.0, 76.7
"Hamblen County, Tennessee",47063,62.7 ,49.9, 75.0
"Hoonah-Angoon Census Area, Alaska",02105,62.7 ,48.4, 76.3
"Howard County, Missouri",29089,62.7 ,48.4, 76.3
"LaPorte County, Indiana",18091,62.7 ,51.0, 74.4
"Marengo County, Alabama",01091,62.7 ,49.4, 75.5
"Marin County, California",06041,62.7 ,53.1, 71.8
"Mills County, Iowa",19129,62.7 ,49.7, 75.4
"Mineral County, Montana",30061,62.7 ,48.4, 76.4
"Morris County, Kansas",20127,62.7 ,48.2, 76.6
"Okaloosa County, Florida",12091,62.7 ,52.6, 72.7
"Otero County, Colorado",08089,62.7 ,48.9, 75.8
"Piute County, Utah",49031,62.7 ,47.3, 77.1
"Potter County, South Dakota",46107,62.7 ,47.3, 77.2
"Ralls County, Missouri",29173,62.7 ,47.6, 76.9
"Smith County, Mississippi",28129,62.7 ,48.6, 76.1
"Spink County, South Dakota",46115,62.7 ,48.1, 76.7
"St. Joseph County, Indiana",18141,62.7 ,54.3, 71.0
"St. Marys County, Maryland",24037,62.7 ,52.5, 73.2
"Tuolumne County, California",06109,62.7 ,48.1, 76.7
"Worth County, Iowa",19195,62.7 ,47.8, 76.6
"Benton County, Arkansas",05007,62.6 ,53.8, 71.2
"Cass County, Iowa",19029,62.6 ,51.4, 73.6
"Chester County, South Carolina",45023,62.6 ,51.1, 74.1
"Cheyenne County, Kansas",20023,62.6 ,47.4, 76.6
"Clay County, Texas",48077,62.6 ,47.9, 76.6
"Clinton County, New York",36019,62.6 ,52.0, 73.7
"Henry County, Alabama",01067,62.6 ,49.1, 75.8
"Hyde County, South Dakota",46069,62.6 ,46.3, 77.8
"Juneau County, Wisconsin",55057,62.6 ,48.4, 76.2
"Lauderdale County, Mississippi",28075,62.6 ,51.2, 73.9
"Lawrence County, Tennessee",47099,62.6 ,48.2, 76.1
"Meagher County, Montana",30059,62.6 ,47.4, 76.8
"Mineral County, Nevada",32021,62.6 ,47.7, 76.7
"Muskingum County, Ohio",39119,62.6 ,51.6, 73.8
"Perry County, Mississippi",28111,62.6 ,48.9, 75.6
"Pueblo County, Colorado",08101,62.6 ,51.5, 73.9
"Richland County, Wisconsin",55103,62.6 ,47.1, 77.1
"Scott County, Illinois",17171,62.6 ,46.5, 77.7
"Stanton County, Nebraska",31167,62.6 ,49.6, 75.4
"Steuben County, Indiana",18151,62.6 ,48.5, 76.1
"Wise County, Virginia",51195,62.6 ,50.5, 74.4
"Banner County, Nebraska",31007,62.5 ,47.0, 77.0
"Bedford County, Pennsylvania",42009,62.5 ,49.1, 75.4
"Bradford County, Pennsylvania",42015,62.5 ,49.3, 75.1
"Carbon County, Utah",49007,62.5 ,50.9, 74.1
"Catron County, New Mexico",35003,62.5 ,47.8, 76.2
"Chippewa County, Michigan",26033,62.5 ,48.8, 75.7
"Decatur County, Tennessee",47039,62.5 ,47.3, 76.8
"Fayette County, Georgia",13113,62.5 ,59.6, 65.5
"Floyd County, Iowa",19067,62.5 ,49.5, 75.2
"Fremont County, Idaho",16043,62.5 ,48.7, 75.9
"Huerfano County, Colorado",08055,62.5 ,48.7, 75.8
"Lemhi County, Idaho",16059,62.5 ,48.4, 75.8
"Little River County, Arkansas",05081,62.5 ,48.2, 76.1
"Mercer County, Ohio",39107,62.5 ,51.4, 73.3
"Monroe County, Kentucky",21171,62.5 ,47.8, 76.5
"Montgomery County, Iowa",19137,62.5 ,49.2, 75.5
"Nelson County, Kentucky",21179,62.5 ,49.1, 75.6
"Otero County, New Mexico",35035,62.5 ,51.3, 73.8
"Ottawa County, Ohio",39123,62.5 ,49.6, 75.2
"Polk County, Tennessee",47139,62.5 ,47.9, 76.3
"Portage County, Ohio",39133,62.5 ,51.4, 73.6
"Pulaski County, Illinois",17153,62.5 ,46.3, 77.7
"Richland County, Montana",30083,62.5 ,50.3, 74.6
"Robertson County, Kentucky",21201,62.5 ,47.1, 77.1
"Russell County, Alabama",01113,62.5 ,47.2, 76.8
"Sedgwick County, Kansas",20173,62.5 ,54.2, 71.0
"St. Lucie County, Florida",12111,62.5 ,52.1, 72.9
"Winnebago County, Iowa",19189,62.5 ,48.3, 75.9
"Yadkin County, North Carolina",37197,62.5 ,48.6, 75.9
"Audubon County, Iowa",19009,62.4 ,48.2, 76.0
"Billings County, North Dakota",38007,62.4 ,46.8, 77.0
"Brewster County, Texas",48043,62.4 ,47.0, 76.7
"Chowan County, North Carolina",37041,62.4 ,48.1, 76.1
"Cleburne County, Alabama",01029,62.4 ,47.7, 76.4
"Coke County, Texas",48081,62.4 ,46.5, 77.7
"Curry County, Oregon",41015,62.4 ,48.2, 76.0
"Elliott County, Kentucky",21063,62.4 ,48.6, 75.7
"Franklin County, North Carolina",37069,62.4 ,49.0, 75.2
"Fulton County, Georgia",13121,62.4 ,54.5, 70.4
"Henderson County, Tennessee",47077,62.4 ,49.3, 75.2
"Jasper County, Missouri",29097,62.4 ,49.3, 75.1
"Jefferson County, Washington",53031,62.4 ,49.8, 75.0
"Koochiching County, Minnesota",27071,62.4 ,49.0, 75.5
"Lexington County, South Carolina",45063,62.4 ,54.0, 70.8
"Murray County, Minnesota",27101,62.4 ,48.4, 75.9
"Muscatine County, Iowa",19139,62.4 ,50.2, 74.4
"Ohio County, Indiana",18115,62.4 ,47.1, 76.9
"Orange County, California",06059,62.4 ,55.9, 68.9
"Payne County, Oklahoma",40119,62.4 ,48.9, 75.4
"Phillips County, Montana",30071,62.4 ,47.8, 76.1
"Pulaski County, Kentucky",21199,62.4 ,50.6, 74.2
"Roanoke City, Virginia",51770,62.4 ,50.5, 74.1
"Suffolk County, New York",36103,62.4 ,54.3, 70.6
"Taylor County, Kentucky",21217,62.4 ,47.6, 76.3
"Vermilion County, Illinois",17183,62.4 ,52.5, 72.0
"Washington County, Florida",12133,62.4 ,50.2, 74.5
"Wayne County, Tennessee",47181,62.4 ,47.2, 76.8
"Augusta County, Virginia",51015,62.3 ,53.7, 70.9
"Boise County, Idaho",16015,62.3 ,48.1, 75.8
"Bradley County, Tennessee",47011,62.3 ,50.0, 74.2
"Buchanan County, Missouri",29021,62.3 ,52.6, 72.1
"Burt County, Nebraska",31021,62.3 ,49.5, 74.8
"Campbell County, Kentucky",21037,62.3 ,51.2, 73.1
"Cecil County, Maryland",24015,62.3 ,52.9, 71.6
"Cheboygan County, Michigan",26031,62.3 ,49.6, 74.6
"Clarke County, Mississippi",28023,62.3 ,48.3, 75.7
"Clearfield County, Pennsylvania",42033,62.3 ,48.5, 75.7
"Duchesne County, Utah",49013,62.3 ,50.9, 73.8
"Hancock County, Illinois",17067,62.3 ,47.2, 76.5
"Jackson County, West Virginia",54035,62.3 ,49.6, 74.7
"Jefferson County, Tennessee",47089,62.3 ,48.1, 76.0
"Mecklenburg County, Virginia",51117,62.3 ,49.3, 74.7
"Miami County, Kansas",20121,62.3 ,50.3, 74.4
"Monroe County, West Virginia",54063,62.3 ,49.0, 75.1
"Nance County, Nebraska",31125,62.3 ,49.1, 75.0
"Randall County, Texas",48381,62.3 ,46.7, 77.2
"Rowan County, Kentucky",21205,62.3 ,48.8, 75.4
"Rush County, Kansas",20165,62.3 ,47.5, 76.5
"Sevier County, Utah",49041,62.3 ,50.2, 74.3
"Spencer County, Kentucky",21215,62.3 ,47.0, 76.8
"Sublette County, Wyoming",56035,62.3 ,48.9, 75.2
"Tama County, Iowa",19171,62.3 ,48.9, 75.1
"Tate County, Mississippi",28137,62.3 ,49.7, 74.6
"Brown County, Indiana",18013,62.2 ,47.6, 76.2
"Cape May County, New Jersey",34009,62.2 ,48.4, 75.3
"Cherry County, Nebraska",31031,62.2 ,49.8, 74.7
"Cleburne County, Arkansas",05023,62.2 ,48.3, 75.6
"Erath County, Texas",48143,62.2 ,45.9, 77.5
"Escambia County, Florida",12033,62.2 ,52.3, 72.1
"Eureka County, Nevada",32011,62.2 ,46.7, 76.8
"Hall County, Nebraska",31079,62.2 ,51.9, 72.9
"Holt County, Nebraska",31089,62.2 ,50.3, 73.9
"King and Queen County, Virginia",51097,62.2 ,47.2, 76.4
"Lawrence County, Indiana",18093,62.2 ,48.5, 75.5
"Linn County, Oregon",41043,62.2 ,50.4, 74.0
"Manitowoc County, Wisconsin",55071,62.2 ,48.3, 75.7
"Morton County, North Dakota",38059,62.2 ,50.9, 73.7
"Otoe County, Nebraska",31131,62.2 ,50.7, 73.9
"Perkins County, Nebraska",31135,62.2 ,48.9, 75.2
"Rock County, Wisconsin",55105,62.2 ,50.1, 74.3
"Sherman County, Nebraska",31163,62.2 ,48.6, 75.2
"Snohomish County, Washington",53061,62.2 ,54.6, 69.7
"Southampton County, Virginia",51175,62.2 ,47.9, 76.0
"Spokane County, Washington",53063,62.2 ,54.5, 70.0
"Stafford County, Kansas",20185,62.2 ,47.9, 75.7
"Sumter County, Alabama",01119,62.2 ,47.7, 75.9
"Wapello County, Iowa",19179,62.2 ,49.7, 74.4
"Ward County, North Dakota",38101,62.2 ,51.2, 73.4
"Wilkes County, North Carolina",37193,62.2 ,48.7, 75.4
"Beaverhead County, Montana",30001,62.1 ,48.2, 75.3
"Blair County, Pennsylvania",42013,62.1 ,48.9, 75.2
"Comanche County, Texas",48093,62.1 ,46.0, 77.4
"Crawford County, Illinois",17033,62.1 ,46.8, 76.4
"Dickinson County, Kansas",20041,62.1 ,49.6, 74.5
"Greenwood County, South Carolina",45047,62.1 ,51.5, 72.7
"Hancock County, Ohio",39063,62.1 ,50.4, 73.9
"Iron County, Wisconsin",55051,62.1 ,47.2, 76.3
"Lee County, Florida",12071,62.1 ,54.4, 69.8
"Multnomah County, Oregon",41051,62.1 ,55.4, 68.8
"Pine County, Minnesota",27115,62.1 ,49.7, 74.3
"Polk County, Minnesota",27119,62.1 ,49.9, 74.4
"Powhatan County, Virginia",51145,62.1 ,47.8, 75.6
"Putnam County, Ohio",39137,62.1 ,49.6, 74.4
"Rockingham County, North Carolina",37157,62.1 ,48.0, 75.6
"Screven County, Georgia",13251,62.1 ,48.3, 75.4
"Trego County, Kansas",20195,62.1 ,46.7, 76.6
"Windham County, Vermont",50025,62.1 ,51.5, 73.1
"Broome County, New York",36007,62.0 ,53.1, 70.9
"Davison County, South Dakota",46035,62.0 ,47.7, 75.7
"Delta County, Michigan",26041,62.0 ,48.1, 75.4
"Delta County, Texas",48119,62.0 ,45.6, 77.4
"Fayette County, Indiana",18041,62.0 ,49.4, 74.0
"Floyd County, Indiana",18043,62.0 ,49.2, 74.3
"Franklin County, Virginia",51067,62.0 ,48.7, 74.9
"Freestone County, Texas",48161,62.0 ,47.6, 75.8
"Fulton County, New York",36035,62.0 ,51.4, 72.9
"Horry County, South Carolina",45051,62.0 ,53.7, 70.6
"Hutchinson County, Texas",48233,62.0 ,46.6, 76.6
"Jefferson County, Illinois",17081,62.0 ,46.6, 76.6
"Kendall County, Illinois",17093,62.0 ,48.7, 74.9
"Lucas County, Iowa",19117,62.0 ,47.8, 75.6
"Middlesex County, New Jersey",34023,62.0 ,51.0, 72.9
"Monroe County, Missouri",29137,62.0 ,46.8, 76.3
"Orangeburg County, South Carolina",45075,62.0 ,51.1, 72.9
"Randolph County, Illinois",17157,62.0 ,47.3, 75.9
"Ray County, Missouri",29177,62.0 ,47.2, 76.1
"Saline County, Arkansas",05125,62.0 ,50.1, 73.7
"Sioux County, Iowa",19167,62.0 ,49.3, 74.7
"Swift County, Minnesota",27151,62.0 ,48.5, 75.2
"Tazewell County, Illinois",17179,62.0 ,48.9, 74.7
"Wetzel County, West Virginia",54103,62.0 ,48.7, 74.9
"Woods County, Oklahoma",40151,62.0 ,47.4, 75.8
"Berrien County, Michigan",26021,61.9 ,49.8, 73.9
"Bristol City, Virginia",51520,61.9 ,46.4, 76.4
"Calhoun County, Alabama",01015,61.9 ,50.3, 73.6
"Cameron Parish, Louisiana",22023,61.9 ,47.2, 75.9
"Carroll County, Indiana",18015,61.9 ,47.2, 76.1
"Clark County, Washington",53011,61.9 ,51.4, 72.8
"Cobb County, Georgia",13067,61.9 ,53.3, 70.9
"Cuyahoga County, Ohio",39035,61.9 ,54.2, 69.7
"Dubois County, Indiana",18037,61.9 ,48.7, 74.8
"Fillmore County, Minnesota",27045,61.9 ,49.7, 73.7
"Geauga County, Ohio",39055,61.9 ,48.3, 75.1
"George County, Mississippi",28039,61.9 ,47.3, 75.9
"Iosco County, Michigan",26069,61.9 ,47.5, 75.5
"Jefferson County, Kentucky",21111,61.9 ,53.9, 70.0
"Josephine County, Oregon",41033,61.9 ,49.1, 74.4
"Leavenworth County, Kansas",20103,61.9 ,50.8, 73.5
"Lincoln County, Missouri",29113,61.9 ,52.4, 71.0
"Logan County, Arkansas",05083,61.9 ,48.6, 74.6
"Manistee County, Michigan",26101,61.9 ,48.4, 74.9
"Middlesex County, Virginia",51119,61.9 ,47.6, 75.6
"Park County, Wyoming",56029,61.9 ,50.5, 73.5
"Putnam County, Tennessee",47141,61.9 ,48.9, 74.7
"Randolph County, Missouri",29175,61.9 ,48.7, 74.7
"Redwood County, Minnesota",27127,61.9 ,48.5, 75.0
"Renville County, North Dakota",38075,61.9 ,47.3, 76.0
"Sioux County, Nebraska",31165,61.9 ,47.1, 76.0
"St. Helena Parish, Louisiana",22091,61.9 ,49.0, 74.2
"Stillwater County, Montana",30095,61.9 ,48.5, 74.9
"Transylvania County, North Carolina",37175,61.9 ,48.2, 75.1
"Uinta County, Wyoming",56041,61.9 ,49.7, 74.0
"Warren County, Indiana",18171,61.9 ,46.6, 76.2
"Washita County, Oklahoma",40149,61.9 ,47.2, 76.1
"Whitman County, Washington",53075,61.9 ,50.0, 73.9
"Anne Arundel County, Maryland",24003,61.8 ,53.2, 70.6
"Big Stone County, Minnesota",27011,61.8 ,46.9, 76.1
"Buffalo County, Nebraska",31019,61.8 ,50.6, 73.0
"Crook County, Oregon",41013,61.8 ,47.5, 75.4
"Decatur County, Kansas",20039,61.8 ,46.7, 76.1
"Evans County, Georgia",13109,61.8 ,47.4, 75.5
"Genesee County, New York",36037,61.8 ,49.1, 74.5
"Heard County, Georgia",13149,61.8 ,47.0, 75.9
"Holmes County, Mississippi",28051,61.8 ,47.6, 75.1
"Jackson County, Ohio",39079,61.8 ,50.0, 73.6
"Liberty County, Florida",12077,61.8 ,49.0, 74.3
"Motley County, Texas",48345,61.8 ,45.4, 77.2
"Ogle County, Illinois",17141,61.8 ,47.6, 75.4
"Ravalli County, Montana",30081,61.8 ,49.4, 74.2
"Rawlins County, Kansas",20153,61.8 ,46.5, 76.2
"Richmond County, North Carolina",37153,61.8 ,47.3, 75.6
"Ripley County, Indiana",18137,61.8 ,47.7, 75.3
"Rutherford County, North Carolina",37161,61.8 ,47.8, 75.1
"Santa Fe County, New Mexico",35049,61.8 ,51.0, 72.9
"Scott County, Missouri",29201,61.8 ,48.7, 74.5
"Shasta County, California",06089,61.8 ,48.8, 74.5
"Wayne County, North Carolina",37191,61.8 ,52.4, 70.9
"Wichita County, Texas",48485,61.8 ,51.1, 72.5
"Abbeville County, South Carolina",45001,61.7 ,49.6, 73.7
"Arapahoe County, Colorado",08005,61.7 ,55.3, 67.9
"Bowie County, Texas",48037,61.7 ,50.5, 72.3
"Clay County, Illinois",17025,61.7 ,46.5, 75.9
"Columbia County, Pennsylvania",42037,61.7 ,47.5, 75.3
"Craven County, North Carolina",37049,61.7 ,48.3, 74.5
"Franklin County, Alabama",01059,61.7 ,47.1, 75.5
"Gilliam County, Oregon",41021,61.7 ,46.4, 76.4
"Kidder County, North Dakota",38043,61.7 ,47.6, 75.5
"Lewis County, Tennessee",47101,61.7 ,46.6, 76.0
"Linn County, Kansas",20107,61.7 ,48.5, 74.5
"Logan County, Colorado",08075,61.7 ,47.5, 75.3
"Logan County, Ohio",39091,61.7 ,47.8, 74.9
"Ocean County, New Jersey",34029,61.7 ,51.2, 72.0
"Palo Alto County, Iowa",19147,61.7 ,47.8, 74.8
"Peach County, Georgia",13225,61.7 ,47.3, 75.3
"Price County, Wisconsin",55099,61.7 ,47.2, 75.6
"Ramsey County, Minnesota",27123,61.7 ,53.4, 70.3
"Stokes County, North Carolina",37169,61.7 ,47.6, 75.4
"Unicoi County, Tennessee",47171,61.7 ,46.7, 76.0
"Van Buren County, Arkansas",05141,61.7 ,48.3, 74.6
"Allegany County, New York",36003,61.6 ,50.3, 73.2
"Allen County, Kansas",20001,61.6 ,47.9, 74.8
"Baltimore City, Maryland",24510,61.6 ,53.4, 70.0
"Boone County, West Virginia",54005,61.6 ,48.9, 74.0
"Bottineau County, North Dakota",38009,61.6 ,48.3, 74.3
"Carroll County, Ohio",39019,61.6 ,48.6, 74.2
"District of Columbia",11001,61.6 ,55.1, 68.0
"Effingham County, Georgia",13103,61.6 ,48.4, 74.0
"Huron County, Michigan",26063,61.6 ,48.3, 74.6
"Jasper County, Illinois",17079,61.6 ,46.0, 76.4
"Kosciusko County, Indiana",18085,61.6 ,49.3, 73.9
"Lewis County, Kentucky",21135,61.6 ,48.2, 74.6
"Louisa County, Iowa",19115,61.6 ,48.1, 74.8
"Marion County, Kansas",20115,61.6 ,47.9, 74.9
"Meigs County, Tennessee",47121,61.6 ,46.6, 76.0
"Nemaha County, Nebraska",31127,61.6 ,48.5, 74.4
"Oregon County, Missouri",29149,61.6 ,46.5, 75.9
"Orleans Parish, Louisiana",22071,61.6 ,52.0, 71.3
"Palm Beach County, Florida",12099,61.6 ,53.2, 70.0
"Pondera County, Montana",30073,61.6 ,47.7, 75.0
"Prince Georges County, Maryland",24033,61.6 ,53.9, 69.4
"Saline County, Missouri",29195,61.6 ,51.6, 71.3
"Sonoma County, California",06097,61.6 ,52.6, 70.5
"Sullivan County, Tennessee",47163,61.6 ,52.1, 71.2
"Taney County, Missouri",29213,61.6 ,47.8, 74.8
"Tipton County, Indiana",18159,61.6 ,47.0, 75.5
"Todd County, Kentucky",21219,61.6 ,48.1, 74.6
"Wythe County, Virginia",51197,61.6 ,48.6, 74.3
"Archuleta County, Colorado",08007,61.5 ,47.4, 74.9
"Armstrong County, Texas",48011,61.5 ,45.2, 76.9
"Beaver County, Utah",49001,61.5 ,46.8, 75.5
"Benewah County, Idaho",16009,61.5 ,47.1, 75.3
"Coryell County, Texas",48099,61.5 ,46.3, 75.7
"Denver County, Colorado",08031,61.5 ,55.5, 67.6
"Franklin County, Illinois",17055,61.5 ,46.7, 75.8
"Gibson County, Indiana",18051,61.5 ,46.7, 75.5
"Greeley County, Kansas",20071,61.5 ,45.1, 76.7
"Greene County, New York",36039,61.5 ,50.3, 72.8
"Jackson County, Indiana",18071,61.5 ,48.2, 74.3
"Lincoln County, Mississippi",28085,61.5 ,48.5, 74.1
"Louisa County, Virginia",51109,61.5 ,47.1, 75.5
"Monmouth County, New Jersey",34025,61.5 ,50.7, 72.2
"Monroe County, Ohio",39111,61.5 ,48.6, 74.0
"Neosho County, Kansas",20133,61.5 ,48.4, 74.4
"Northampton County, Virginia",51131,61.5 ,47.7, 74.9
"Osage County, Oklahoma",40113,61.5 ,49.1, 73.5
"Ashland County, Wisconsin",55003,61.4 ,47.3, 75.0
"Caldwell County, Kentucky",21033,61.4 ,47.0, 75.2
"Carroll County, Illinois",17015,61.4 ,46.2, 75.9
"Cleveland County, North Carolina",37045,61.4 ,46.9, 75.3
"Gallatin County, Illinois",17059,61.4 ,45.1, 76.8
"Gloucester County, Virginia",51073,61.4 ,48.4, 74.2
"Grainger County, Tennessee",47057,61.4 ,46.3, 75.9
"Idaho County, Idaho",16049,61.4 ,49.0, 73.5
"Johnson County, Missouri",29101,61.4 ,47.7, 74.5
"Knox County, Texas",48275,61.4 ,46.6, 75.6
"Madison County, Montana",30057,61.4 ,48.1, 74.6
"McDonough County, Illinois",17109,61.4 ,51.6, 70.7
"Pettis County, Missouri",29159,61.4 ,47.2, 75.1
"Preble County, Ohio",39135,61.4 ,47.0, 75.2
"Stark County, North Dakota",38089,61.4 ,49.7, 73.1
"Weakley County, Tennessee",47183,61.4 ,48.2, 73.9
"Adams County, Colorado",08001,61.3 ,52.0, 70.8
"Antrim County, Michigan",26009,61.3 ,47.5, 74.7
"Baylor County, Texas",48023,61.3 ,46.4, 75.7
"Benton County, Missouri",29015,61.3 ,46.3, 75.7
"Bullock County, Alabama",01011,61.3 ,46.3, 75.7
"Charlotte County, Florida",12015,61.3 ,49.7, 73.1
"Cherokee County, Texas",48073,61.3 ,48.5, 73.6
"Columbia County, Washington",53013,61.3 ,46.4, 75.6
"Doniphan County, Kansas",20043,61.3 ,46.9, 75.2
"Gentry County, Missouri",29075,61.3 ,46.8, 75.2
"Greer County, Oklahoma",40055,61.3 ,46.2, 75.7
"Hampton County, South Carolina",45049,61.3 ,49.6, 72.7
"Henry County, Virginia",51089,61.3 ,48.9, 73.6
"Lamar County, Georgia",13171,61.3 ,53.2, 69.2
"Laurens County, Georgia",13175,61.3 ,48.6, 73.5
"Lincoln County, West Virginia",54043,61.3 ,48.8, 73.6
"Martin County, North Carolina",37117,61.3 ,47.1, 75.0
"Nuckolls County, Nebraska",31129,61.3 ,47.9, 74.3
"Phelps County, Nebraska",31137,61.3 ,50.5, 72.0
"Prairie County, Montana",30079,61.3 ,45.9, 75.7
"Rogers County, Oklahoma",40131,61.3 ,50.7, 71.7
"Sandusky County, Ohio",39143,61.3 ,49.4, 73.4
"Schuyler County, Illinois",17169,61.3 ,45.3, 76.5
"Scott County, Tennessee",47151,61.3 ,46.5, 75.4
"Washington County, Iowa",19183,61.3 ,48.6, 73.8
"Yellow Medicine County, Minnesota",27173,61.3 ,47.5, 74.5
"Alexander County, Illinois",17003,61.2 ,45.2, 76.5
"Archer County, Texas",48009,61.2 ,46.5, 75.4
"Bannock County, Idaho",16005,61.2 ,52.2, 70.1
"Burke County, North Carolina",37023,61.2 ,50.7, 71.4
"Clay County, North Carolina",37043,61.2 ,46.4, 75.5
"Delaware County, New York",36025,61.2 ,50.5, 72.3
"Floyd County, Kentucky",21071,61.2 ,48.4, 73.8
"Fulton County, Ohio",39051,61.2 ,48.5, 73.8
"Garvin County, Oklahoma",40049,61.2 ,47.8, 74.1
"Gem County, Idaho",16045,61.2 ,47.2, 74.6
"Grand County, Colorado",08049,61.2 ,46.8, 75.1
"Harlan County, Nebraska",31083,61.2 ,47.8, 74.0
"Hendricks County, Indiana",18063,61.2 ,51.3, 71.0
"Jackson County, Mississippi",28059,61.2 ,49.2, 73.5
"Labette County, Kansas",20099,61.2 ,47.9, 74.2
"Lancaster County, Virginia",51103,61.2 ,47.1, 74.9
"Lowndes County, Mississippi",28087,61.2 ,49.0, 73.4
"Mackinac County, Michigan",26097,61.2 ,48.9, 72.9
"Macoupin County, Illinois",17117,61.2 ,46.3, 75.3
"Madison County, Missouri",29123,61.2 ,46.9, 74.9
"Mills County, Texas",48333,61.2 ,44.9, 76.6
"Muscogee County, Georgia",13215,61.2 ,49.3, 73.0
"Orange County, Virginia",51137,61.2 ,47.8, 74.2
"Pacific County, Washington",53049,61.2 ,48.6, 73.6
"Pierce County, Georgia",13229,61.2 ,46.5, 75.0
"Seneca County, New York",36099,61.2 ,49.5, 72.7
"St. James Parish, Louisiana",22093,61.2 ,47.0, 74.7
"Stoddard County, Missouri",29207,61.2 ,48.2, 73.9
"Terrell County, Texas",48443,61.2 ,44.9, 76.4
"Alamance County, North Carolina",37001,61.1 ,46.8, 74.9
"Barnwell County, South Carolina",45011,61.1 ,48.8, 73.2
"Briscoe County, Texas",48045,61.1 ,44.6, 76.6
"Caribou County, Idaho",16029,61.1 ,46.7, 75.1
"Clare County, Michigan",26035,61.1 ,46.6, 74.9
"Clark County, Arkansas",05019,61.1 ,46.9, 74.7
"Cumberland County, Illinois",17035,61.1 ,45.5, 75.9
"Harper County, Kansas",20077,61.1 ,47.4, 74.4
"Hood County, Texas",48221,61.1 ,46.9, 74.7
"Jasper County, South Carolina",45053,61.1 ,48.6, 73.4
"Knox County, Nebraska",31107,61.1 ,49.4, 72.9
"Knox County, Tennessee",47093,61.1 ,52.6, 69.4
"Laramie County, Wyoming",56021,61.1 ,50.6, 72.0
"Lewis County, Washington",53041,61.1 ,49.5, 72.7
"Macomb County, Michigan",26099,61.1 ,52.6, 69.7
"Meade County, South Dakota",46093,61.1 ,49.2, 73.1
"Moore County, Tennessee",47127,61.1 ,45.8, 75.4
"Napa County, California",06055,61.1 ,51.6, 70.5
"Oktibbeha County, Mississippi",28105,61.1 ,48.4, 73.5
"Orange County, Texas",48361,61.1 ,47.3, 74.6
"Pulaski County, Virginia",51155,61.1 ,47.4, 74.4
"Rush County, Indiana",18139,61.1 ,50.1, 71.7
"Williamson County, Tennessee",47187,61.1 ,49.1, 72.7
"Worth County, Georgia",13321,61.1 ,46.3, 75.4
"Adams County, Pennsylvania",42001,61.0 ,51.9, 70.0
"Blackford County, Indiana",18009,61.0 ,45.5, 75.6
"Breckinridge County, Kentucky",21027,61.0 ,46.4, 75.1
"Butte County, California",06007,61.0 ,50.0, 71.7
"Chester County, Tennessee",47023,61.0 ,46.3, 75.0
"Clinton County, Indiana",18023,61.0 ,46.7, 74.7
"Custer County, Colorado",08027,61.0 ,46.5, 74.9
"Dade County, Missouri",29057,61.0 ,46.0, 75.3
"Flagler County, Florida",12035,61.0 ,50.8, 70.8
"Garrard County, Kentucky",21079,61.0 ,49.4, 72.0
"Jay County, Indiana",18075,61.0 ,46.6, 74.9
"Jones County, Iowa",19105,61.0 ,47.6, 74.2
"La Salle County, Illinois",17099,61.0 ,47.5, 74.2
"Lincoln County, New Mexico",35027,61.0 ,48.7, 73.3
"Madison County, Nebraska",31119,61.0 ,49.9, 72.5
"Mahoning County, Ohio",39099,61.0 ,51.1, 70.8
"Marinette County, Wisconsin",55075,61.0 ,46.2, 75.0
"Natrona County, Wyoming",56025,61.0 ,50.6, 71.9
"Platte County, Missouri",29165,61.0 ,49.3, 72.2
"Routt County, Colorado",08107,61.0 ,46.6, 75.0
"Sheridan County, North Dakota",38083,61.0 ,46.9, 74.7
"Alpena County, Michigan",26007,60.9 ,50.5, 70.9
"Amelia County, Virginia",51007,60.9 ,46.3, 74.9
"Anderson County, Tennessee",47001,60.9 ,49.0, 72.4
"Benton County, Tennessee",47005,60.9 ,45.8, 75.2
"Big Horn County, Wyoming",56003,60.9 ,48.7, 73.2
"Broadwater County, Montana",30007,60.9 ,45.9, 75.2
"Camden County, New Jersey",34007,60.9 ,49.5, 72.2
"Carroll County, Arkansas",05015,60.9 ,47.2, 74.2
"Chouteau County, Montana",30015,60.9 ,46.3, 74.8
"Clatsop County, Oregon",41007,60.9 ,47.3, 74.0
"Clinton County, Pennsylvania",42035,60.9 ,48.8, 72.8
"Cooke County, Texas",48097,60.9 ,45.3, 75.7
"Decatur County, Iowa",19053,60.9 ,46.7, 74.6
"Ellis County, Texas",48139,60.9 ,49.9, 71.7
"Elmore County, Idaho",16039,60.9 ,46.7, 74.8
"Franklin County, Florida",12037,60.9 ,48.3, 73.2
"Franklin County, Missouri",29071,60.9 ,50.2, 71.5
"Giles County, Tennessee",47055,60.9 ,45.9, 75.3
"Gogebic County, Michigan",26053,60.9 ,45.7, 75.4
"Hawaii County, Hawaii",15001,60.9 ,50.8, 71.4
